Title,Equation,Main_Category,Notes
Option Greek,(1 - \sum_{i=1}^p \phi_i L^i) \underbrace{(1 - L)^d}_{\text{Differencing}} X_t = (1 + \sum_{j=1}^q \theta_j L^j) \underbrace{\epsilon_t}_{\text{White Noise}},Option Pricing,"The ARIMA(p,d,q) model is a staple of time series forecasting. 'p' is the order of the AutoRegressive (AR) term, capturing momentum/mean reversion. 'd' is the degree of differencing required to make the series stationary (removing trends). 'q' is the order of the Moving Average (MA) term, smoothing past shock effects. L is the lag operator (L X_t = X_{t-1}). While less used for derivative pricing, it is fundamental for statistical arbitrage and risk factor modeling."
Advanced term structure models like the LIBOR Market Model (LMM) provide more accurate pricing through:,dL_i(t) = \mu_i(t) L_i(t) dt + \sigma_i(t) L_i(t) dW_i(t),Option Pricing,"Where L_i(t) represents the forward LIBOR rate for period [T_i, T_{i+1}], and correlation structure between Brownian motions captures the realistic co-movement of rates across the curve. Monte Carlo simulation of this system enables consistent pricing of both cash and physically settled swaptions within a unified framework. | The LMM specifies lognormal forward rate dynamics with drift adjustments under different measures."
Affine structure preservation:,"E[exp(uX_T + vV_T)|F_t] = exp(ϕ(T-t,u,v) + ψ(T-t,u,v)V_t + ∫_t^T χ(T-s,u,v)Z_s ds)",Option Pricing,"Despite the non-Markovian nature, the Rough Heston model maintains affine structure through the characteristic function. The functions ϕ, ψ, and χ solve fractional Riccati equations, where Z_t represents the history process. This preservation enables Fourier-based option pricing methods, though computational complexity increases due to the Volterra structure requiring numerical integration over the entire path history."
Option Greek,E[C] = \sum \underbrace{\tau |n_k|}_{\text{Temp Impact}} + \underbrace{\frac{1}{2} \gamma n_k^2}_{\text{Perm Impact}} + \lambda \sigma^2,Option Pricing,The classic model for minimizing execution costs. It balances 'Implementation Shortfall' (slippage) against 'Market Risk'. Executing quickly (large n_k) incurs high market impact costs (moving the price against you). Executing slowly (small n_k) incurs low impact but exposes the order to market volatility \sigma^2 over a longer time. The solution is an optimal trading trajectory (usually VWAP-like or front-loaded).
Antithetic Variates:,X_i^{anti} = f(-Z_i),Option Pricing,"The antithetic counterpart constructed using the negative of the standard normal random variables Z_i ~ N(0,1) used in the original path generation. The combined estimator becomes X̄ = (1/2N)Σ_{i=1}^N [f(Z_i) + f(-Z_i)], achieving variance Var(X̄) = (1/2N)[Var(f(Z)) + Cov(f(Z),f(-Z))]. The effectiveness depends on the monotonicity of f: for monotone payoffs, Cov(f(Z),f(-Z)) < 0 yielding guaranteed variance reduction. For European call options, the correlation between f(Z) and f(-Z) approaches -1 as the option becomes deep in-the-money, providing near-perfect variance elimination. However, the method fails for symmetric payoffs where f(Z) = f(-Z), and can actually increase variance for certain payoff structures exhibiting non-monotonic behavior."
Arbitrage Pricing Theory,R_i = r_f + beta_i^1 F_1 + beta_i^2 F_2 + ... + beta_i^k F_k + epsilon_i,Option Pricing,Multi-factor linear model. No arbitrage implies linear factor structure. Factor loadings beta estimated by regression. Number of factors determined empirically.
Asian Option (Arithmetic),max\left(\frac{1}{n} \sum_{i=1}^n S(t_i) - K,Option Pricing,Exotic Options
Asian Option (Geometric),max\left(\exp\left(\frac{1}{n} \sum_{i=1}^n \ln(S(t_i))\right) - K,Option Pricing,Exotic Options
Asian Option (Geometric),E[G_T] = S_0 \exp\left( \frac{1}{2}(\underbrace{\mu - \frac{\sigma^2}{2}}_{\text{Adj Drift}})T + \frac{\sigma^2 T}{6} \right),Option Pricing,"Asian options payoff depends on the average price over time. Geometric Asian options (where the average is geometric) have closed-form solutions because the product of log-normal variables is log-normal. The effective volatility reduces to \sigma/\sqrt{3}, reflecting the averaging effect which dampens volatility. This formula is often used as a control variate to reduce variance when pricing Arithmetic Asian options via Monte Carlo."
Asian Option (Moment Matching),E[A_T] = (1/T) int_0^T E[S_t] dt,Option Pricing,S_s) dt ds
Asian Option Geometric Mean,G_T = \left(\prod_{i=1}^n S_i^T\right)^{1/n},Option Pricing,Geometric average of prices used in Asian options (lognormal tractability).
"Asian Options (Geometric Average, Continuous)","C_{\text{geom}} = e^{-r(T-t)} \left( G_t e^{\bar{\mu}(T-t)} \Phi(d_1) - K \Phi(d_2) \right) \bar{\mu} = r - q - \frac{\sigma^2}{6}, \quad \bar{\sigma} = \frac{\sigma}{\sqrt{3}} d_1 = \frac{\ln(G_t/K) + (\bar{\mu} + \bar{\sigma}^2/2)(T-t)}{\bar{\sigma} \sqrt{T-t}}, \quad d_2 = d_1 - \bar{\sigma} \sqrt{T-t}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Asset-or-Nothing Call,C_{\text{AN}} = S_t e^{-q(T-t)} \Phi(d_1),Option Pricing,Variables: ; Explanation: * Pays one unit of the underlying asset if in-the-money. The replicating portfolio is a vanilla call minus a cash-or-nothing call times strike. | **Explanation:** Pays one unit of the underlying asset if in-the-money. The replicating portfolio is a vanilla call minus a cash-or-nothing call times strike. | See markdown for detailed variables and explanation
Option Greek,\sigma_{ATMF} = \frac{\alpha}{F_0^{1-\beta}} \left( 1 + \left[ \frac{(1-\beta)^2}{24} \frac{\alpha^2}{F_0^{2-2\beta}} + \frac{\rho\beta\nu\alpha}{4F_0^{1-\beta}} + \frac{2-3\rho^2}{24} \nu^2 \right] T \right),Option Pricing,"When strike K equals forward F_0, the log-moneyness term z = 0 and x(z) simplifies. This ATM-forward volatility is most liquid point in most markets, making it critical for model calibration. The term proportional to T captures volatility term structure: ATM volatility evolves linearly with time at this order of approximation. Practitioners often calibrate \alpha to match ATM-forward volatility first, then solve for \beta, \nu, \rho to capture skew and smile curvature. | At-the-money volatility depends linearly on maturity T in this first-order approximation. The coefficient of T determines volatility term structure. When \rho = \frac{\beta\nu\alpha}{F_0^{1-\beta} (2-3\rho^2)\nu^2/(24)} \cdot \frac{4}{\beta}, ATM volatility becomes flat across maturities. This term structure arises from convexity corrections and correlation effects. Empirical calibration typically shows negative correlation producing decreasing ATM volatility with maturity, consistent with mean reversion in volatility."
Autocallable,Payoff = (1 + c_i) N if S_{t_i} \ge B_{call},Option Pricing,Early redemption structure with barrier observation.
Autocallable Note,V_autocall = Notional - sum_{i=1}^n I(S_ti >= K_i) Coupon_i + contingent,Option Pricing,Knock-in contingent coupon. Autocall if underlying above barrier. Principal return at maturity if no autocall. Capital protection with digital features.
Autocallable Payoff,\text{Payoff}_i = N \times (1 + C \times i) \times \underbrace{1_{\{S_{t_i} \ge B_{call}\}}}_{\text{Knock-out Condition}},Option Pricing,"Autocallables (or Auto-Redeemables) are structured products that automatically mature ('kick out') if the underlying asset is above a certain barrier B_{call} on observation date t_i. If called, the investor receives the principal plus a high coupon C. The product is essentially short a digital Down-and-In Put (or similar barrier risk), selling volatility and skew to fund the coupon."
Option Greek,"z = f_{enc}(y; \theta_{enc})
\hat{y} = f_{dec}(z; \theta_{dec})",Option Pricing,Yield curve dimensionality reduction.
Option Greek,p^{bid} = s - (1/\gamma) \ln(1 + \gamma/\kappa) - (\gamma \sigma^2 (T-t)/2) q,Option Pricing,Optimal market making bid quote.
Partial Differential Equation,f_{S_T}(K) = \frac{\partial^2 C}{\partial K^2} \bigg|_{K},Option Pricing,**Variables:** - f_{S_T}(K): Risk-neutral density of terminal price at strike K - ∂²C/∂K²: Second derivative of call price with respect to strike
Bachelier (Normal) Model,"C(S_t, K, T, r, \sigma_N) = e^{-r(T-t)} \left[ (S_t - K) \Phi\left( \frac{S_t - K}{\sigma_N \sqrt{T-t}} \right) + \sigma_N \sqrt{T-t} \phi\left( \frac{S_t - K}{\sigma_N \sqrt{T-t}} \right) \right]",Option Pricing,"Variables: | **Variables:** - \(\sigma_N\): Normal volatility (absolute volatility, units of currency) | See markdown for detailed variables and explanation | Automatically extracted equation"
Barrier Option (Down-and-Out),V = C_{BS}(S) - \underbrace{(S/B)^{1 + 2r/\sigma^2}}_{\text{Reflection Factor}} C_{BS}(B^2/S),Option Pricing,"This is the analytical formula for a Down-and-Out Call option, derived using the Reflection Principle of Brownian Motion. B is the barrier level. The value is the price of a standard call minus a 'reflected' call. The term (S/B)^{...} represents the probability density adjustment for paths that touch the barrier. If the spot S hits B, the option knocks out and becomes worthless."
Barrier Option (Standard),C_down-out = S_0 Phi(d_1) - K exp(-rT) Phi(d_2) - (S_0/H)^lambda [ Phi(-d_3) - (K/H) exp(-rT) Phi(-d_4) ] for H < K,Option Pricing,"Standard Black formula for down-and-out call with H < K. Complex boundary conditions. Parameters lambda = 1 - 2mu/sigma^2, d_3 = (ln(H^2/S_0K) + (r+sigma^2/2)T)/(sigma sqrt(T))."
Barrier Options (Down-and-Out Call),"C_{\text{DAO}} = C_{\text{BS}} - \left( \frac{H}{S_t} \right)^{2\lambda} C_{\text{BS}}\left( \frac{H^2}{S_t}, K, T, r, q, \sigma \right) \lambda = \frac{r-q+\sigma^2/2}{\sigma^2}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Base Correlation Skew,sum_{i=1}^n w_i Phi_2( Phi^{-1}(PD_i),Option Pricing,rho_i ) = Target
Option Greek,V_basis = sum delta_i (R_flt,Option Pricing,B) P(0
Basket Call Payoff,max\left(\sum_{i=1}^n w_i S_i(T) - K,Option Pricing,Exotic Options
Basket Option,G_T = (\prod S_i^T)^{1/n},Option Pricing,Geometric basket option (tractable).
Basket Option (Moment Matching),E[S_T] = sum w_i S_i,Option Pricing,Exotic Options
Option Greek,"\text{Approximate basket as single lognormal: } B_t = \sum_{i=1}^n w_i S^i_t \mathbb{E}[B_T] = \sum w_i F_i, \quad \text{Var}(\ln B_T) \approx \frac{\sum_{i,j} w_i w_j F_i F_j \rho_{ij} \sigma_i \sigma_j T}{(\sum w_i F_i)^2}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Option Greek,\begin{cases} dS_t/S = (\mu - \lambda \bar{k})dt + \sqrt{v_t}dW_1 + (e^J-1)dN \\ dv_t = \kappa(\theta-v_t)dt + \sigma_v \sqrt{v_t}dW_2 \end{cases},Option Pricing,"The Bates model is a hybrid, combining Heston stochastic volatility with Merton jumps. This allows it to calibrate to both the long-term volatility smile patterns (handled by Heston) and the short-term skew/smiles (handled by Jumps). Pure Heston struggles with very short-term skews, while pure Jump models struggle with the term structure of volatility. Bates solves both."
Bergomi Variance Curve,d\xi_t^T = \xi_t^T \omega(T-t) dW_t,Option Pricing,Forward variance consistent with VIX options.
Option Greek,u_i^n = e^{-r\Delta t}[p u_{i+1}^{n+1} + (1-p) u_i^{n+1}],Option Pricing,Backward induction for option pricing with risk-neutral probability p = (e^{r\Delta t} - d)/(u-d).
Binomial Model Parameters,"u = e^{\sigma \sqrt{\Delta t}}, \quad d = e^{-\sigma \sqrt{\Delta t}}, \quad p = \frac{e^{(r-q)\Delta t} - d}{u - d} V_{i,j} = \max\left( e^{-r\Delta t} (p V_{i+1,j+1} + (1-p) V_{i+1,j}), \text{exercise value} \right)",Option Pricing,Variables: | See markdown for detailed variables and explanation
Option Greek,V_0 = exp(-r Delta t) sum_{i=0}^n binom(n,Option Pricing,0) | 0) with early exercise check at each node
Binomial Tree for American Options:,"V_n^i = max{G(S_n^i), e^{-rΔt}[pV_{n+1}^{i+1} + (1-p)V_{n-1}^{i+1}]}",Option Pricing,"This represents the backward induction algorithm for American option pricing where V_n^i is the option value at node n and time step i, G(S_n^i) is the immediate exercise payoff, and the second term represents the continuation value. The probability p of upward movement is calibrated as p = (e^{(r-q)Δt} - d)/(u - d) where u and d are the upward and downward multipliers satisfying ud = 1. For American options, this algorithm must check at each node whether immediate exercise is optimal, making the pricing problem a free boundary problem. The early exercise premium is implicitly captured through the max operator, which enforces the constraint that the American option value cannot fall below its intrinsic value. The convergence rate is O(1/N) where N is the number of time steps, but can be improved to O(1/N^2) using Richardson extrapolation. The tree structure naturally handles the early exercise feature by allowing comparison between exercise and continuation values at every node before expiration."
Black's Formula (Swaption),V = \underbrace{A(0)}_{\text{Annuity}} [F_0 N(d_1) - K N(d_2)],Option Pricing,"The standard market model for pricing Swaptions (options to enter a swap). Unlike options on stocks (priced vs spot), swaptions are priced vs the Forward Swap Rate F_0. The numeraire is the Annuity Factor A(0) (the PV of 1bp paid on all swap coupon dates). It assumes the forward swap rate follows a log-normal distribution."
Interest Rate Cap/Floor,Caplet = L \delta_k P(0,Option Pricing,Interest Rates
Black-76 (Futures Options),C = exp(-r(T-t)) [ F_t Phi(d_1) - K Phi(d_2) ] with d_1,Option Pricing,Equity Derivatives
Black-76 Formula (Futures Options),"C(F_t, K, T, r, \sigma) = e^{-r(T-t)} [F_t \Phi(d_1) - K \Phi(d_2)] d_1 = \frac{\ln(F_t/K) + (\sigma^2/2)(T-t)}{\sigma \sqrt{T-t}}, \quad d_2 = d_1 - \sigma \sqrt{T-t}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Black-Scholes (Continuous Dividend),C = \underbrace{S e^{-q(T-t)}}_{\text{Discounted Spot}} N(d_1) - K e^{-r(T-t)} N(d_2),Option Pricing,"Merton's extension to the Black-Scholes model for assets paying a continuous dividend yield 'q'. This is the standard model for stock indices (where q is the dividend yield) and Foreign Exchange (where q is the foreign risk-free rate, via the Garman-Kohlhagen model). The spot price is effectively discounted by 'q' because holding the option does not entitle the holder to the dividends paid before maturity."
Black-Scholes Component,PD^P = P(V_T < K) = N(-d_2^P),Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,C_market = S N(d_1) - K e^{-rT} N(d_2),Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,C = S \cdot N(d_1) - K \cdot e^{-rT} N(d_2),Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,d_n = [ln(S_0/K) + (r - σ²/2 - λκ)T + nμ_J] / √(σ²T + nδ²),Option Pricing,Fundamental option pricing relationship
Interest Rate Cap/Floor,"Caplet = L \delta_k P(0, t_{k+1}) [F_k N(d_1) - K N(d_2)]",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_1 = ln(V_t/K) + (r + σ²/2)(T-t) / σ√(T-t)
d_2 = d_1 - σ√(T-t)",Option Pricing,Fundamental option pricing relationship
Interest Rate Swap,\text{Receiver Swaption} = A(0) \left[ K N(-d_2) - r_{FWD} N(-d_1) \right],Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,d_1 = \frac{\ln(S_t/K) + (r + \sigma^2/2)(T-t)}{\sigma \sqrt{T-t}},Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_{1,2} = \frac{\ln(F_t/K) \pm \sigma^2(T-t)/2}{\sigma \sqrt{T-t}}",Option Pricing,Fundamental option pricing relationship
Partial Differential Equation,"\Delta_{call} = \frac{\partial C}{\partial S} = N(d_1)
\Delta_{put} = N(d_1) - 1",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,where d_1 = (ln(S/K) + (r + σ_imp^2/2)T) / (σ_imp sqrt(T)) and d_2 = d_1 - σ_imp sqrt(T),Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"C_{Am}(S, t) = C_{Eu}(S, t) + \int_t^T e^{-r(u-t)} q S^*(u) N(-d_1(S, S^*(u), u-t)) du",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_{1,2} = \frac{\ln(S_0/K) + (r_d - r_f \pm \frac{1}{2}\sigma^2)T}{\sigma \sqrt{T}}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,d_2 = d_1 - \sigma \sqrt{T-t} = \frac{\ln(S_t/K) + (r - \sigma^2/2)(T-t)}{\sigma \sqrt{T-t}},Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_{1,2} = \frac{\ln(F/K) \pm \frac{1}{2} \sigma^2 (T_{i-1} - T_i)}{\sigma \sqrt{T_{i-1} - T_i}}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"**Auxiliary Update:**
d_1 = \frac{\ln(S/K) + (r_d - r_f + \frac{1}{2}\sigma^2)T}{\sigma \sqrt{T}}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_1 = \frac{\ln(F_t/K) + (\sigma^2/2)(T-t)}{\sigma \sqrt{T-t}}, \quad d_2 = d_1 - \sigma \sqrt{T-t}",Option Pricing,Fundamental option pricing relationship
Interest Rate Swap,"d_{1,2} = \frac{\ln(S_0/K) \pm \frac{1}{2} \sigma_{swaption}^2 T_e}{\sigma_{swaption} \sqrt{T_e}}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"Where:
d_1 = \frac{\ln(r_{FWD}/K) + \frac{1}{2} \sigma^2 T_S}{\sigma \sqrt{T_S}}
d_2 = d_1 - \sigma \sqrt{T_S}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,C_{vulnerable} = V_0N(d_1) - Ke^{-rT}N(d_2) - V_0(L/V_0)^{2ν/σ²+2}N(d_3) + Ke^{-rT}(L/V_0)^{2ν/σ²}N(d_4),Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_1 = \frac{\ln(F_1/(F_2+K)) + \tilde{\sigma}^2 T/2}{\tilde{\sigma} \sqrt{T}}, \quad d_2 = d_1 - \tilde{\sigma} \sqrt{T}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"**Auxiliary Formulas:**
d_1 = \frac{\ln(S/K) + (r + \frac{1}{2}\sigma^2)(T-t)}{\sigma \sqrt{T-t}}
d_2 = d_1 - \sigma \sqrt{T-t}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_1 = \frac{\ln(G_t/K) + (\bar{\mu} + \bar{\sigma}^2/2)(T-t)}{\bar{\sigma} \sqrt{T-t}}, \quad d_2 = d_1 - \bar{\sigma} \sqrt{T-t}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_1 = \frac{\ln(S^1_t/S^2_t) + (q_2 - q_1 + \hat{\sigma}^2/2)(T-t)}{\hat{\sigma} \sqrt{T-t}}, \quad d_2 = d_1 - \hat{\sigma} \sqrt{T-t}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"d_{11} = \frac{\ln(S^1_t/K) + (r-q_1+\sigma_1^2/2)(T-t)}{\sigma_1\sqrt{T-t}}, \quad d_{22} = \frac{\ln(S^2_t/K) + (r-q_2+\sigma_2^2/2)(T-t)}{\sigma_2\sqrt{T-t}}",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"Where:
- S_{max}: Maximum price of the underlying asset during the option's life
- d_1 = \frac{\ln(S_{max}/K) + (r + \sigma^2/2)(T-t)}{\sigma\sqrt{T-t}}
- d_2 = d_1 - \sigma\sqrt{T-t}
- d_3 = \frac{\ln(S_{max}/S_0) + (r + \sigma^2/2)(T-t)}{\sigma\sqrt{T-t}}
- d_4 = d_3 - \sigma\sqrt{T-t}",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Moment Matching for Floating Strike Asian Options
C_{float} \approx e^{-rT} \mathbb{E}[\max(S_T - \bar{A}_T, 0)] = e^{-rT} \left[\mathbb{E}[S_T] N(d_1') - \mathbb{E}[\bar{A}_T] N(d_2')\right]
where d_1' and d_2' are adjusted to account for the correlation between S_T and \bar{A}_T. The correlation \rho = \text{Corr}(S_T, \bar{A}_T) = \sqrt{\frac{3}{4 + (r/\sigma^2)(1 - e^{-2rT})}} plays a crucial role in floating strike pricing.",Option Pricing,Fundamental option pricing relationship
Black-Scholes Component,"Black-Scholes Implied Volatility Equation
C_{BS}(S_0, K, T, r, \sigma) = S_0 N(d_1) - Ke^{-rT} N(d_2)
with d_1 = \frac{\ln(S_0/K) + (r + \sigma^2/2)T}{\sigma\sqrt{T}}, d_2 = d_1 - \sigma\sqrt{T}
This is the fundamental equation that defines implied volatility. For a given market price C^{mkt}(K, T), we numerically invert this equation to find \sigma_{imp}(K, T). The smile emerges when \sigma_{impl} varies systematically with K and T.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Asian Option Theta (Geometric)
\Theta_{geo} = -\frac{e^{(r - \frac{\sigma^2}{2})\frac{T}{2} + \frac{v^2}{2}} N(d_1) S_0 \left(r - \frac{\sigma^2}{2} + \frac{v^2}{T}\right) + rKe^{-rT} N(d_2)
where the time decay incorporates both standard option theta effects and the reduction in averaging period as T approaches. Asian options typically have smaller theta in magnitude than vanilla options because the average already incorporates price history.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Delta of Geometric Asian Option
\Delta_{geo} = e^{(r - \frac{\sigma^2}{2})\frac{T}{2} + \frac{v^2}{2}} N(d_1)
where v^2 = \frac{\sigma^2 T}{3} and d_1 = \frac{\ln S_0 + (r - \frac{\sigma^2}{2})\frac{T}{2} + v^2 - \ln K}{v}. The delta of a geometric Asian option measures sensitivity to the current spot price. Unlike vanilla options, this delta incorporates the averaging horizon and reduces in magnitude compared to vanilla options due to the averaging effect.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Asian Option Vega (Geometric)
\mathcal{V}_{geo} = e^{-rT} S_0 N(d_1) \frac{\partial d_1}{\partial \sigma} - e^{-rT} K N(d_2) \frac{\partial d_2}{\partial \sigma}
where \frac{\partial d_1}{\partial \sigma} = \frac{3}{T} \left[\frac{T}{2} + \frac{\sigma T}{3}\right] - \frac{d_1}{\sigma} and similarly for d_2. Vega for Asian options captures sensitivity to volatility, but the averaging reduces vega relative to vanilla options because the average has lower effective volatility than the underlying.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Geometric Asian Option Pricing (Exact)
C_{geo} = e^{-rT} \mathbb{E}^Q[\max(\bar{G}_T - K, 0)]
Under the Black-Scholes model, \ln \bar{G}_T is normally distributed with mean m = \ln S_0 + (r - \frac{\sigma^2}{2})\frac{T}{2} and variance v^2 = \frac{\sigma^2 T}{3}. This allows closed-form pricing using the Black-Scholes formula with adjusted parameters. The call price is: C_{geo} = S_0 e^{(r - \frac{\sigma^2}{2})\frac{T}{2} + \frac{v^2}{2}} N(d_1) - Ke^{-rT} N(d_2) where d_1 = \frac{m + v^2 - \ln K}{v} and d_2 = d_1 - v.",Option Pricing,Fundamental option pricing relationship
Interest Rate Swap,"Variance Swap Pricing via Implied Volatility
\sigma_{VS}^2(T) = \frac{2}{T}\int_0^{\infty} \frac{1 - \Phi(-d_2)}{K^2} dK
where \Phi is the standard normal CDF and d_2 = \frac{\ln(F/K)}{\sigma_{imp}\sqrt{T}} - \frac{\sigma_{imp}\sqrt{T}}{2}. This formula, derived from the log-contract replication, expresses the fair variance swap strike as an integral over OTM options weighted by 1/K^2. Variance swaps provide direct exposure to realized volatility and are priced using the full implied volatility surface, not just ATMF volatility.",Option Pricing,Fundamental option pricing relationship
Option Greek,\Delta_{call} = N(d_1),Option Pricing,Sensitivity of option price to underlying price changes.
Black-Scholes Formula (Call),"C(S,t) = \underbrace{S N(d_1)}_{\text{Expected Asset Value}} - \underbrace{K e^{-r(T-t)} N(d_2)}_{\text{PV of Strike}}",Option Pricing,"The Nobel-prize winning formula for a European call option. N(d_2) is the risk-neutral probability that the option finishes in-the-money. N(d_1) is the delta of the option. The formula can be interpreted as the expected value of receiving the stock (conditional on exercise) minus the expected cost of paying the strike (conditional on exercise). It assumes Geometric Brownian Motion, constant volatility, and frictionless markets."
Black-Scholes PDE,dV/dt + 1/2 sigma^2 S^2 d^2V/dS^2 + r S dV/dS - r V = 0,Option Pricing,"Backward parabolic PDE governing option value. Terminal condition V(S,T) = payoff. Boundary conditions depend on option type. Solved via transformation to heat equation."
Black-Scholes d1,d_1 = \frac{\ln(S/K) + (r + \frac{1}{2}\sigma^2)(T-t)}{\sigma \sqrt{T-t}},Option Pricing,Auxiliary variable for Black-Scholes representing standardized moneyness.
Black-Scholes-Merton Formula,"C(S_t, K, T, r, q, \sigma) = S_t e^{-q(T-t)} \Phi(d_1) - K e^{-r(T-t)} \Phi(d_2) P(S_t, K, T, r, q, \sigma) = K e^{-r(T-t)} \Phi(-d_2) - S_t e^{-q(T-t)} \Phi(-d_1) d_1 = \frac{\ln(S_t/K) + (r - q + \sigma^2/2)(T-t)}{\sigma \sqrt{T-t}} d_2 = d_1 - \sigma \sqrt{T-t}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Partial Differential Equation,C = \underbrace{\frac{1}{P} \frac{\partial^2 P}{\partial y^2}}_{\text{Curvature}},Option Pricing,"Convexity measures the curvature of the price-yield relationship (second derivative). A positive convexity implies that prices rise more when yields fall than they drop when yields rise. This is a desirable property for long positions (""long gamma""), protecting against large market moves."
Option Greek,"P(t,T) = \frac{P(0,T)}{P(0,t)} \exp\left( -\frac{1}{2}(V(t,T) - V(0,T) + V(0,t)) - M_x(t,T) x_t - M_y(t,T) y_t \right) M_x(t,T) = \frac{1 - e^{-\kappa_1(T-t)}}{\kappa_1}, \quad M_y(t,T) = \frac{1 - e^{-\kappa_2(T-t)}}{\kappa_2} V(t,T) = \frac{\sigma_1^2}{\kappa_1^2} \left( (T-t) - 2M_x(t,T) + \frac{1 - e^{-2\kappa_1(T-t)}}{2\kappa_1} \right) + \frac{\sigma_2^2}{\kappa_2^2} \left( (T-t) - 2M_y(t,T) + \frac{1 - e^{-2\kappa_2(T-t)}}{2\kappa_2} \right) + 2\rho \frac{\sigma_1 \sigma_2}{\kappa_1 \kappa_2} \left( (T-t) - M_x(t,T) - M_y(t,T) + \frac{1 - e^{-(\kappa_1+\kappa_2)(T-t)}}{\kappa_1+\kappa_2} \right) df(t,T) = \mu(t,T) dt + \sigma(t,T) dW_t^{\mathbb{Q}} \mu(t,T) = \sigma(t,T) \int_t^T \sigma(t,s) ds",Option Pricing,Variables: | See markdown for detailed variables and explanation
Butterfly,BF = (sigma_25d Call + sigma_25d Put)/2 - sigma_ATM,Option Pricing,Curvature indicator: average of 25-delta vol minus ATM. Measures smile convexity. Positive BF = smile convex (U-shaped).
Option Greek,PV_{premium} = s \sum_{i=1}^n \Delta_i P(0,Option Pricing,Credit Derivatives
Option Greek,"PLPV = S(t_0,t_N) * sum_{n=1}^{N} Delta(t_{n-1},t_n,B) * Z(t_V,t_n) * [Q(t_V,t_n) + (1_{PA}/2) * (Q(t_V,t_{n-1}) - Q(t_V,t_n))]",Option Pricing,"Variables: - PLPV: Present value of premium leg - S(t_0,t_N): CDS spread for maturity t_N - Delta(t_{n-1},t_n,B): Day count fraction between premium dates using basis convention B - Z(t_V,t_n): Risk-free discount factor from valuation date t_V to premium date t_n - Q(t_V,t_n): Survival probability from valuation date to premium date - 1_{PA}: Indicator function (1 if premium accrued included, 0 otherwise) - N: Total number of premium payment dates"
Option Greek,dS_t = \mu S_t dt + \sigma \underbrace{S_t^\gamma}_{\text{Elasticity}} dW_t,Option Pricing,"The Constant Elasticity of Variance model relaxes the assumption of constant volatility. By setting \gamma < 1, the model captures the 'leverage effect' commonly observed in equity markets: as the stock price S decreases, the volatility term \sigma S^\gamma increases. This creates a negative skew in the return distribution, consistent with the volatility smile seen in markets. \gamma=1 recovers the geometric Brownian motion."
CGMY Process,\nu(dx) = C e^{-G|x|}/|x|^{1+Y} dx,Option Pricing,Generalized variance gamma with fine structure.
Cliquet Option,"V_{cliquet} = S_0 E^{S}[\sum_{i=1}^{n} max(min(R_i/S_{t_{i-1}}, c/S_{t_{i-1}}), f/S_{t_{i-1}})]",Option Pricing,"Using the asset price as numeraire simplifies pricing by eliminating the discount factor and converting to the equivalent martingale measure associated with the asset price. The expectation E^{S} is taken under the measure where the discounted asset price is a martingale. This change of measure technique is particularly useful for cliquet options because it handles the ratio structure naturally. The normalized returns R_i/S_{t_{i-1}} represent percentage returns, making the analysis dimensionless. However, the strike normalization creates state-dependent caps and floors, requiring careful treatment in numerical implementations."
